"Site_Code","Point_Type","Tree_Num","Watershed","Latitude","Longitude","X.UTM","Y.UTM","Horz_Prec","Count.medium","Count.small","Unhealthy_Site","Cow_Damage","Site_Notes","Site_Notes.2019","Elevation","Cos.aspect","Slope","Summer.Insolation","Count.adult.dead","Count.adult.damaged","DBH.center","DBH.mean","Basal.area.density","Plot.radius","Soil.type","Canopy_openness","Geologic.Unit","Fraction.Organic","d15N","d13C","fracN","fracC","Genotype","Ploidy_level"
"SWVK","Grid",5,"Middle East River",38.9499746,-106.96358,329843.442131945,4313058.57222803,0.7,0,1,0,0,"NA","",3050.41816323868,-0.947035784461261,23.749363233455,24.3955001831055,3,0,32,23.9636363636364,0.0234885289256198,5.5,"Soil",3,"Tg",NA,-0.27124518,-25.45008951,2.71264238070805,49.8689071318625,"ASMP_012_18","Triploid"
"SYCQ","Grid",194,"Coal Creek",38.8636344,-107.05116,322037.867692252,4303643.38750336,0.9,1,5,0,0,"NA","",3016.70153678465,-0.696892572137128,15.1703351785086,22.108024597168,1,1,32.7,22.8,0.0427491689750693,3.8,"Soil",4,"Qdu",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"SYID","Grid",47,"Middle East River",38.9511398,-106.96509,329715.369606583,4313190.71223929,1.1,0,2,0,0,"NA","",3093.9742148901,-0.965941022533178,27.9473930447427,24.9512176513672,2,0,14.2,14.2454545454545,0.0166662105889352,4.1,"Talus",4,"Tg",NA,NA,NA,NA,NA,"ACFL_031_18","Triploid"
"SZEE","Grid",250,"Oh-be-Joyful Creek-Slate River",38.9101553,-107.02201,324681.633852159,4308750.0126515,0.9,0,2,0,0,NA,"",2818.98122157365,-0.408253817082788,13.1462386868448,21.1660175323486,2,0,24.7,23.5363636363636,0.0354666099773243,4.2,"Soil",4,"Ql",NA,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"TAWMO","Random",299,"Middle East River",38.9499054,-106.95811,330317.326114267,4313040.68938033,0.8,0,1,0,0,"NA","",3104.76813619538,-0.993802077532859,20.431357165902,24.1504325866699,4,1,27.5,21.7909090909091,0.0335402379664684,4.3,"Soil",4,"Qt",NA,NA,NA,NA,NA,"ASMP_012_18","Triploid"
"TCRUF","Random",362,"Coal Creek",38.867853,-107.05578,321647.537596504,4304120.60292215,1.9,0,3,0,0,"In a snowbed patch? very low surface vegetation","",3131.69696870205,-0.981263046219455,20.9342057406398,24.276948928833,0,1,23.5,17.8636363636364,0.0323510030864198,3.6,"Scree",4,"Qdu",NA,NA,NA,NA,NA,"TCRUF","Diploid"
"TDMF","Grid",94,"Washington Gulch-Slate River",38.9220266,-106.99455,327091.582612958,4310015.0909867,0.5,5,14,0,0,"NA","",3023.07693497728,-0.742554265549559,18.3346402606615,22.795129776001,1,0,8.3,19.9090909090909,0.010147986510613,7.1,"Soil",3,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"TEWA","Grid",249,"Oh-be-Joyful Creek-Slate River",38.9103396,-107.02199,324683.821686104,4308770.4285628,0.6,0,0,0,0,NA,"",2820.82981445114,-0.393160100938806,13.1598430431378,20.9992580413818,1,0,21.9,26.6272727272727,0.0221003611111111,6,"Soil",4,"Ql",NA,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"TFBM","Grid",193,"Coal Creek",38.8636058,-107.05087,322062.959571989,4303639.64792207,0.5,1,3,0,0,"NA","",3010.00099045877,-0.753305945356534,23.3714189176276,23.7455158233643,1,2,23.8,22.1181818181818,0.0133269844248452,7.3,"Soil",3,"Qdu",NA,NA,NA,NA,NA,NA,NA
"TFOM","Grid",11,"Middle East River",38.9502726,-106.96485,329734.092788021,4313094.01835186,0.9,0,7,0,0,"NA","",3054.52329575138,-0.98347991076088,26.329189062815,24.8509578704834,1,2,27.9,19.7909090909091,0.00938721064814815,7.2,"Soil",3,"Tg",NA,-1.17623118,-23.48134666,2.878058573453,47.1681152574398,"ASMP_012_18","Triploid"
"THWY","Grid",151,"Coal Creek",38.8624276,-107.05141,322013.165057602,4303509.93984073,0.8,2,1,0,0,"NA","",2962.4932393354,-0.999915659127479,23.2875594697205,24.7935886383057,0,0,9.1,19.4727272727273,0.00744919031141869,8.5,"Talus",1,"Kmvo",0.0791662511219706,NA,NA,NA,NA,"CNXB_160_18","Triploid"
"TIRS","Grid",107,"Washington Gulch-Slate River",38.9224665,-106.99495,327057.971878902,4310064.67165037,3.6,1,9,0,0,"NA","",3027.8433674867,-0.698032397785332,15.0486126681844,22.2324771881104,1,0,26.9,24.7181818181818,0.0409123015873016,4.2,"Soil",5,"Qt",0.180053706116969,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"TLNE","Grid",81,"Washington Gulch-Slate River",38.9215948,-106.99571,326989.963912993,4309969.36919978,0.6,13,13,0,0,"NA","",2986.28681996544,-0.623648665362912,17.6511923687474,22.1945152282715,1,1,31.7,19.2727272727273,0.0124760710059172,6.5,"Soil",4,"Qt",NA,NA,NA,NA,NA,"GWUJ_083_18","Triploid"
"TLZOU","Random",493,"Washington Gulch-Slate River",38.8849606,-106.95921,330067.104324294,4305834.94948168,1,1,4,1,0,"took trail to site from Hunter Hill Road in Crested Butte","woke up very large black bear at subalpine fir about 15 m upslope of focal tree",2858.38958179268,-0.579941817285363,13.1620909257801,21.8216037750244,4,1,25.8,17.1,0.0520116863905325,2.6,"Talus",3,"Qd",NA,NA,NA,NA,NA,"LXOGB_494_18","Triploid"
"TMHA","Grid",167,"Coal Creek",38.8628525,-107.05053,322090.583048275,4303555.38104132,0.7,0,11,0,0,"NA","",2971.80520313325,-0.821867151033412,24.1057362401901,23.7841987609863,1,0,28.8,26.1454545454545,0.0080282717380649,10.1,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"TNCZA01","Random",455,"Middle East River",38.9218573,-106.89239,335948.19161806,4309807.48047003,1,6,14,1,0,"Teocalli near creek zombie area","",3032.46635039692,-0.316902298309417,14.8703322979424,21.0894985198975,1,0,23,14.1090909090909,0.0124474802165764,4.9,"Soil",2,"PPm",NA,NA,NA,NA,NA,"HXQLU_453_18","Triploid"
"TNVQO","Random",286,"Middle East River",38.9571689,-106.98139,328317.330237379,4313890.4431472,0.6,0,2,0,0,"Maybe diploids?","",2962.33538913107,-0.255245922052278,10.9406867829729,20.524995803833,0,5,18.7,16.0545454545455,0.00436932871972318,8.5,"Scree",2,"Kmf",NA,NA,NA,NA,NA,"EOAU_052_18","Triploid"
"TNVT","Grid",259,"Oh-be-Joyful Creek-Slate River",38.9089994,-107.02163,324711.740428561,4308620.99552448,0.7,0,1,0,0,"NA","",2799.86945555156,-0.840200677099102,18.3747200734837,23.0588226318359,1,0,14.2,18.2181818181818,0.027114875,4,"Soil",4,"Ql",NA,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"TQEX","Grid",138,"Washington Gulch-Slate River",38.92231,-106.99461,327087.068938848,4310046.65764075,0.9,0,0,0,0,"NA","",3029.25931545324,-0.744032875845268,13.7562101995266,22.2138977050781,4,0,27.8,21.9,0.0378884286653517,3.9,"Soil",5,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"TQFC","Grid",96,"Washington Gulch-Slate River",38.9220041,-106.9951,327043.844120121,4310013.6372977,0.6,0,0,0,0,"NA","",3010.49367608904,-0.700781829879884,17.8326449715989,22.5138378143311,2,0,40.1,22.5454545454545,0.00780056857170866,10.1,"Soil",3,"Qt",0.0772558595627679,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"TVNQ","Grid",54,"Middle East River",38.9513055,-106.96416,329796.361809713,4313207.3642615,1.2,1,5,0,0,"NA","",3112.61974290825,-0.996242640496176,27.9908050552179,25.0747928619385,1,0,27,24.3,0.0168905188246097,6.6,"Soil",4,"Qm",NA,NA,NA,NA,NA,"TVNQ","Triploid"
"TVPBW","Random",392,"Oh-be-Joyful Creek-Slate River",38.9375175,-107.04771,322521.333359375,4311836.53085108,0.5,4,13,1,0,"possibly damaged","",3033.35507425377,-0.613623343961808,28.5568930273843,22.5967979431152,3,2,32.8,28.5,0.0129114691358025,9,"Soil",3,"Kmu",0.0938635795465472,NA,NA,NA,NA,"DNSQI_393_18","Triploid"
"TVWFM","Random",332,"Coal Creek",38.8779098,-107.03105,323818.063662754,4305188.70126061,0.4,23,16,0,0,"NA","",3095.66103347308,-0.966922566930567,29.7841252011145,25.4115695953369,0,2,9.5,11.0454545454545,0.00464343043995244,5.8,"Talus",2,"Kmv",NA,NA,NA,NA,NA,"DXLWT_331_18","Triploid"
"TYHBE","Random",472,"Oh-be-Joyful Creek-Slate River",38.932449,-107.04447,322789.555518567,4311267.69846244,0.6,0,0,0,0,"NA","",2941.44542098641,-0.768845342336897,24.6191351872502,23.0762481689453,5,2,18.3,16.9363636363636,0.0233339250493097,3.9,"Scree",3,"Ql",NA,NA,NA,NA,NA,"TYHBE","Triploid"
"TZVLB","Random",348,"Coal Creek",38.8664599,-107.05009,322137.754865912,4303954.88620278,4.2,2,13,0,0,"NA","",3041.95967507395,-0.75000252091928,16.7743745237141,22.7609424591064,2,0,13.2,11.25,0.00249439827639274,5.7,"Talus",5,"Qdu",0.0685400566225419,NA,NA,NA,NA,"AZLSF_347_18","Triploid"
"UABX","Grid",71,"Washington Gulch-Slate River",38.9213396,-106.99573,326987.609886148,4309941.08406791,1.2,14,13,0,0,"NA","",2980.851167126,-0.612827986697367,15.2398048176867,21.9347858428955,0,0,20.4,15.8727272727273,0.00450477572942372,8.3,"Soil",3,"Qt",NA,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"UAOX","Grid",199,"Coal Creek",38.8637957,-107.05234,321935.882016658,4303663.59079168,0.5,8,1,0,1,"Lots of cow evidence","",3026.73678758252,-0.601042684675619,12.7126460629639,21.7166919708252,0,0,8.7,18.1818181818182,0.00753279923089248,7.9,"Talus",4,"Qdu",NA,NA,NA,NA,NA,"CC01_210_18","Triploid"
"UEVW","Grid",43,"Middle East River",38.9511716,-106.9639,329818.573543269,4313192.01775909,0.9,0,2,0,0,"NA","",3108.51086464172,-0.993534632019945,25.2979571744913,24.6652088165283,0,0,23.2,25.2727272727273,0.0402708616780045,4.2,"Soil",4,"Tg",NA,NA,NA,NA,NA,"EFMD_057_18","Triploid"
"UEWA","Grid",8,"Middle East River",38.9502287,-106.96394,329812.851199583,4313087.4457249,2.5,0,0,0,0,"NA","",3058.81259840858,-0.96033209621261,25.1032402528106,24.475959777832,4,0,29,19.2909090909091,0.0399208163265306,3.5,"Soil",4,"Tg",NA,-0.51358032,-24.53861612,2.89265617548879,50.722484501669,"ASMP_012_18","Triploid"
"UGLU","Grid",272,"Oh-be-Joyful Creek-Slate River",38.9092258,-107.02137,324734.843094728,4308645.62249679,0.9,0,8,0,0,"NA","",2812.38826283103,-0.669738419172593,16.3011087305663,22.2079601287842,0,2,21.3,12.5090909090909,0.0111048134126555,4.3,"Soil",4,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"UIHD","Grid",118,"Washington Gulch-Slate River",38.9226262,-106.99599,326968.194702008,4310084.3694955,0.4,0,5,0,0,"NA","",3008.7844339168,-0.646477736601277,18.9187876757481,22.4082775115967,0,0,10.5,15.0545454545455,0.0164612041647804,4.7,"Soil",3,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"UKFU","Grid",246,"Oh-be-Joyful Creek-Slate River",38.910348,-107.02221,324664.765624101,4308771.78388442,0.6,0,0,0,0,NA,"",2819.60684847829,-0.407038101309961,12.8514230013566,20.9985542297363,0,0,21.9,25.6545454545455,0.035083657763694,4.7,"Soil",4,"Ql",NA,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"UOSP","Grid",191,"Coal Creek",38.8636002,-107.05028,322114.139727399,4303637.8762699,1.2,2,0,0,0,"NA","",3002.07924742642,-0.95753420516633,18.7785632841032,23.9124488830566,0,0,17.1,22.4818181818182,0.0322403349932096,4.7,"Talus",4,"Qmy",NA,NA,NA,NA,NA,"FLOA_182_18","Triploid"
"UQRVS","Random",359,"Coal Creek",38.8683796,-107.05214,321964.674741354,4304171.93925523,3.3,0,3,0,0,"NA","",3139.84130331146,-0.482335521741158,23.0344003383059,22.1512851715088,1,2,30,16.0454545454545,0.00529965161852228,8.3,"Soil",2,"Kmv",NA,NA,NA,NA,NA,"DKWBZ_351_18","Triploid"
"URIQ","Grid",15,"Middle East River",38.9504206,-106.96474,329743.979959497,4313110.23838773,1.1,0,0,0,0,"NA","",3060.19644592498,-0.986476699420955,25.6650325831096,24.8504829406738,0,2,23,25.9363636363636,0.0553704163623083,3.7,"Soil",5,"Tg",0.159523273196404,NA,NA,NA,NA,NA,NA
"URVL","Grid",75,"Washington Gulch-Slate River",38.9213799,-106.99451,327093.480198067,4309943.24182857,0.6,0,2,0,0,"Another research site nearby - check","",3005.45649061515,-0.787848568434109,17.0729757730557,22.8654460906982,0,0,38.5,21.1363636363636,0.0371953125,4,"Soil",4,"Qt",NA,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"USKNZ","Random",475,"Oh-be-Joyful Creek-Slate River",38.9303006,-107.04254,322951.515316971,4311025.5075241,0.5,3,2,0,0,"NA","",2893.43080666663,-0.656126989029284,34.9357658990244,23.1514492034912,0,0,25.2,11.8090909090909,0.0037575813796593,7.7,"Talus",3,"Kmu",NA,NA,NA,NA,NA,"USKNZ","Diploid"
"UTDPY","Random",452,"Middle East River",38.9156192,-106.89122,336035.265743266,4309113.05622119,0.7,3,11,1,0,"strongly damaged stand no colonization","",3050.37815556149,-0.520473298273254,16.145013269174,22.1923599243164,5,0,18.4,12.3636363636364,0.0150432098765432,3.6,"Soil",3,"PPm",0.0940783009598669,NA,NA,NA,NA,"UTDPY","Diploid"
"UTEW","Grid",161,"Coal Creek",38.8628646,-107.05225,321941.36778418,4303560.07821956,0.9,3,7,0,0,"NA","",2991.94099186851,-0.975148619010175,25.5015412152196,24.7602806091309,0,0,7.6,18.4454545454545,0.0070530604338843,8.8,"Soil",3,"Kmvo",0.112571428571429,NA,NA,NA,NA,"GRFO_153_18","Triploid"
"UUME","Grid",254,"Oh-be-Joyful Creek-Slate River",38.909217,-107.02186,324692.331679394,4308645.58786197,0.5,0,1,0,0,"NA","",2806.31427934583,-0.978343564297172,13.1846991535562,23.1913414001465,2,0,17.8,12.0818181818182,0.00530336111111111,6,"Soil",3,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"UZBM","Grid",66,"Middle East River",38.9518054,-106.96484,329738.628311392,4313264.11587911,0.9,1,1,0,0,"NA","",3135.64822343711,-0.944535880696471,19.0389159917697,24.0738048553467,1,2,23.5,20.0636363636364,0.0142968787158145,5.8,"Talus",4,"Qm",0.246964106004696,-0.77468304,-26.80778097,2.65745374878286,49.9946212268744,"UZBM","Diploid"
"VASW","Grid",136,"Washington Gulch-Slate River",38.9222026,-106.99514,327040.858361629,4310035.74350156,1,0,1,0,0,"NA","",3015.38793556553,-0.698976475687641,20.8848714528434,22.8444690704346,2,0,26.8,22.1090909090909,0.0229514801999231,5.1,"Soil",3,"Qt",0.084165704962394,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"VBEZ","Grid",190,"Coal Creek",38.8636231,-107.04987,322149.772379356,4303639.61874036,1.6,0,1,0,0,"NA","",2998.16799805882,-0.94177087169346,16.2061512051804,23.5609874725342,0,0,29.3,23.7545454545455,0.007813108033241,9.5,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"VBHJU","Random",435,"Oh-be-Joyful Creek-Slate River",38.9143943,-107.0148,325317.227806105,4309206.63464582,0.4,0,3,0,0,"NA","",2968.06103341172,-0.83019583915431,12.9383779825988,22.5376377105713,0,6,17.5,14.55,0.00262230814991077,4.1,"Talus",1,"Kmv",0.0837757635706644,NA,NA,NA,NA,"VBHJU","Diploid"
"VCPBD","Random",297,"Middle East River",38.9541612,-106.95762,330369.940609833,4313512.10199992,0.7,0,0,0,0,"NA","",3288.03215307523,-0.907402317104026,16.2921160139042,23.2331085205078,1,3,18.9,17.6454545454545,0.0216968125,4,"Talus",4,"Tg",0.210977443609023,NA,NA,NA,NA,NA,NA
"VGYN","Grid",90,"Washington Gulch-Slate River",38.9218405,-106.99425,327117.140144308,4309993.86785207,1,0,3,0,0,"NA","",3024.68850811015,-0.747930380717797,17.1317552288474,22.7180614471436,2,1,31.5,21.6181818181818,0.021402847988608,5.3,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"VHZF","Grid",16,"Middle East River",38.9504764,-106.96442,329771.845633043,4313115.83328075,0.9,6,7,0,0,"NA","",3067.86729768613,-0.970357301549386,26.4057111436043,24.859546661377,0,0,30.8,28.8272727272727,0.00943931231506989,9.9,"Soil",3,"Tg",0.0960204822191759,-0.4977112,-25.5063694,2.84414604904632,49.6734430517711,"ASMP_012_18","Triploid"
"VIXK","Grid",243,"Oh-be-Joyful Creek-Slate River",38.9096963,-107.02228,324657.091632804,4308699.59016685,0.6,0,1,0,0,NA,"",2810.20603679497,-0.457359460538933,9.86419974278397,21.174144744873,0,0,28.8,24.1545454545455,0.0193463436385256,5.8,"Soil",4,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"VNMA","Grid",123,"Washington Gulch-Slate River",38.9229221,-106.99543,327017.463977686,4310116.14674068,0.7,0,0,0,0,"NA","",3029.05179272403,-0.681561418559462,15.505543003104,22.1527729034424,3,0,29.2,25.3454545454545,0.028503624260355,5.2,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"VOVY","Grid",238,"Oh-be-Joyful Creek-Slate River",38.9084887,-107.02228,324654.119257249,4308565.56579061,0.7,0,0,0,0,NA,"",2781.16420041288,-0.963851117966892,19.183915883656,24.1784648895264,1,1,24.2,25.1454545454545,0.026560341758633,5.3,"Soil",3,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"VPBI","Grid",44,"Middle East River",38.951152,-106.96428,329785.595074086,4313190.55243854,0.8,0,3,0,0,"NA","",3102.13326241183,-0.986325188447449,26.1934560701736,24.8345355987549,0,0,26.6,21.5545454545455,0.0157064506539834,5.8,"Soil",3,"Tg",NA,1.08885392,-25.97196864,3.08212693653173,48.9516341829085,"ABEY_034_18","Diploid"
"VRHL","Grid",204,"Coal Creek",38.8640415,-107.05119,322036.279973799,4303688.62748809,1.9,7,7,0,1,"NA","",3023.73414730252,-0.505254509204564,11.883327683262,21.6574287414551,0,1,14.5,12.9454545454545,0.0034277253592684,8.3,"Talus",2,"Qdu",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"VRTK","Grid",77,"Washington Gulch-Slate River",38.9215785,-106.99458,327087.893549857,4309965.41601201,1.1,0,1,0,0,"NA","",3010.21762916302,-0.752080457238086,17.517871532836,22.7700538635254,0,0,12.9,27.3727272727273,0.0196350412118512,6.7,"Soil",4,"Qt",NA,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"VUDA","Grid",121,"Washington Gulch-Slate River",38.9228858,-106.99603,326965.357676502,4310113.25685645,0.6,0,6,0,0,"NA","",3015.67076601939,-0.623533165813771,22.0852908446114,22.4779834747314,1,1,8.2,18.4181818181818,0.00524861928474423,9.4,"Soil",3,"Qt",0.0760187265131316,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"WBVQI","Random",500,"Middle East River",38.8929263,-106.91218,334165.129134092,4306632.44765763,1,2,3,0,1,"NA","",2747.7511144419,0.222189238497587,21.5652097070226,17.7365245819092,1,2,16.8,19.2272727272727,0.05499951171875,3.2,"Soil",4,"Qd",NA,NA,NA,NA,NA,"WBVQI","Diploid"
"WCPJH","Random",405,"Washington Gulch-Slate River",38.9217742,-106.9826,328127.012381386,4309964.47850429,1.3,3,44,0,0,"Some igneous outcrops of rocks","",3230.31912970102,-0.525382508056796,24.3497454659633,21.9842338562012,0,4,17.9,18.5090909090909,0.0109205975294456,5.9,"Soil",3,"Tp",NA,NA,NA,NA,NA,"WCPJH","Triploid"
"WDZG","Grid",177,"Coal Creek",38.8631133,-107.05166,321993.182870102,4303586.52896544,0.6,4,10,0,0,"NA","",2999.60756173015,-0.999293120999791,26.1609203887694,25.4495830535889,2,2,27,19.23,0.0158945785123967,5.5,"Soil",2,"Qdu",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"WJMU","Grid",232,"Oh-be-Joyful Creek-Slate River",38.9098511,-107.02255,324634.060140372,4308717.28978747,0.7,0,1,0,0,NA,"",2805.76262647016,-0.264452373033903,11.4108848291019,20.324462890625,2,0,32,25.4454545454545,0.0297593617839293,5.1,"Soil",4,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"WNBPS","Random",456,"Middle East River",38.9251457,-106.89861,335416.537128747,4310183.64788462,1,16,8,0,0,"NA","",3056.77279851356,-0.97056641662599,17.4356400921849,23.4725685119629,1,0,18.1,10.9090909090909,0.00698818525519849,4.6,"Soil",4,"PPm",NA,NA,NA,NA,NA,"SACVG_457_18","Triploid"
"WPRLZ","Random",406,"Washington Gulch-Slate River",38.9230506,-106.98657,327785.908055098,4310113.63129795,0.7,1,12,0,0,"NA","",3265.27398844547,-0.856159170269319,30.2476331629242,24.426872253418,0,2,19.1,12.0727272727273,0.00991611570247934,4.4,"Scree",2,"Tp",NA,NA,NA,NA,NA,"WPRLZ","Diploid"
"WSAG","Grid",180,"Coal Creek",38.863327,-107.0522,321946.860162815,4303611.29956031,0.6,4,3,0,0,"NA","",3010.52656518442,-0.873141953052938,20.7767469492596,23.8568019866943,1,2,8.7,22.0272727272727,0.0338912760416667,4.8,"Talus",4,"Qdu",NA,NA,NA,NA,NA,"FLOA_182_18","Triploid"
"WSPFD01","Random",486,"Oh-be-Joyful Creek-Slate River",38.9484669,-107.06674,320899.382591461,4313088.99156849,0.5,15,13,0,1,"West slope Pittsburg flat despair","",2857.0241422946,0.485181882538734,13.8875627573191,18.0272407531738,0,0,12.9,10.4363636363636,0.0132890738813736,3.1,"Scree",4,"Kmu",NA,NA,NA,NA,NA,"WSPFD01","Diploid"
"WURX","Grid",25,"Middle East River",38.9507059,-106.96415,329795.793738335,4313140.79959986,1,0,2,0,0,"NA","",3079.81667774747,-0.968367351099457,20.75800442025,23.9626426696777,0,2,19.5,13.8090909090909,0.00377079081632653,8.4,"Talus",2,"Tg",NA,-0.86600304,-24.6870746,3.20137965760322,50.7832094662638,"ASMP_012_18","Triploid"
"WUTH","Grid",80,"Washington Gulch-Slate River",38.9215657,-106.99541,327015.902748372,4309965.57020625,0.9,8,12,0,0,"NA","",2994.4334598404,-0.689114573802088,20.8663807171085,22.8011341094971,0,2,13.8,17.4909090909091,0.01732504,5,"Soil",4,"Qt",NA,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"WYQSZ","Random",422,"Washington Gulch-Slate River",38.9194645,-106.97883,328448.299812705,4309701.0378613,1.3,0,0,0,0,"NA","",3056.4991073766,-0.863393406497073,16.5808421293185,23.0863246917725,0,0,32,21.4,0.0404103878116344,3.8,"Soil",4,"Qlf",NA,NA,NA,NA,NA,"WYQSZ","Diploid"
"WZNO","Grid",23,"Middle East River",38.9506854,-106.96364,329839.942619571,4313137.57167936,1.1,2,2,0,0,"NA","",3083.96450519932,-0.961972866646909,21.73762976996,24.2528266906738,0,0,20.3,18.7363636363636,0.0303863425925926,3.6,"Soil",3,"Tg",0.126635658914729,-0.33915504,-26.10485426,3.37895851216023,49.8872598950882,"ABEY_034_18","Diploid"
"WZXQ","Grid",145,"Coal Creek",38.8622713,-107.05136,322017.113757774,4303492.49557622,1.7,0,3,0,0,"Site on edge of ravine","",2958.37621497042,-0.991050907783098,22.939391592425,24.3967170715332,0,0,12.5,18.705,0.0101505480391764,6.32,"Soil",3,"Kmvo",NA,NA,NA,NA,NA,"CNXB_160_18","Triploid"
"XACC","Grid",216,"Oh-be-Joyful Creek-Slate River",38.9098521,-107.02308,324588.104688026,4308718.42030696,0.6,0,1,0,0,"NA","",2799.60985633811,-0.472488956904352,9.99496743136914,20.9782180786133,0,0,33.2,29.625,0.0308752604166667,4.8,"Soil",4,"Ql",0.0661531035037612,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"XAMES","Random",349,"Coal Creek",38.866977,-107.04944,322195.441607135,4304011.00927916,1.3,1,18,0,0,NA,"",3047.35922105254,-0.904786623923908,12.6980833733807,22.7554779052734,2,0,18.1,11.4857142857143,0.00393233371780085,5.1,"Soil",3,"Qdu",0.112676343472234,NA,NA,NA,NA,"AZLSF_347_18","Triploid"
"XDYE","Grid",56,"Middle East River",38.951363,-106.96354,329850.229701133,4313212.58761515,0.6,0,5,0,0,"NA","",3120.4678600218,-0.994550667904115,28.2943265845354,25.1625881195068,0,0,7.6,15.3727272727273,0.0147095784023669,5.2,"Talus",3,"Qm",0.109773502947564,NA,NA,NA,NA,"EFMD_057_18","Triploid"
"XDZVI","Random",357,"Coal Creek",38.8660251,-107.05226,321948.38708286,4303910.86196195,1,5,1,0,0,"NA","",3083.93874655579,-0.93191397890615,23.5903648318784,24.4093551635742,0,1,26.5,17.0636363636364,0.0143206,5,"Scree",4,"Qdu",NA,NA,NA,NA,NA,"XDZVI","Diploid"
"XEHUD","Random",481,"Oh-be-Joyful Creek-Slate River",38.9573654,-107.06789,320822.134738025,4314078.85743827,1.2,16,20,0,0,"NA","",3095.77037362369,0.0945895316408184,29.6970901213477,18.2526454925537,0,0,10.2,9.03636363636364,0.00370552066115702,5.5,"Soil",3,"Qt",0.0813610970035551,NA,NA,NA,NA,"XEHUD","Diploid"
"XFZOW","Random",420,"Coal Creek",38.8568811,-107.06331,320966.673344374,4302917.64227898,0.9,15,8,0,0,"NA","",2973.73241569589,-0.830548543555523,21.4764445528786,23.4599914550781,0,0,18.6,10.6363636363636,0.0150666015625,3.2,"Talus",4,"Tp",NA,NA,NA,NA,NA,"AEBVG_419_18","Triploid"
"XJOM","Grid",172,"Coal Creek",38.8631508,-107.05022,322118.225576645,4303587.88323623,0.6,0,1,0,0,"NA","",2980.29238449629,-0.99653065557956,25.6390249214959,24.8101444244385,0,0,29.7,23.5,0.0144615626969124,6.9,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"XKIT","Grid",171,"Coal Creek",38.8631982,-107.04996,322140.903988654,4303592.6371437,0.8,1,2,0,0,"NA","",2984.44363365723,-0.996757376247035,25.4615794314801,25.0416812896729,1,0,20.5,20.2363636363636,0.0162249362244898,5.6,"Soil",3,"Qmy",0.0728446380750629,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"XKMU","Grid",19,"Middle East River",38.9504045,-106.96361,329841.870567454,4313106.34025513,0.9,0,2,0,0,"NA","",3072.47976796353,-0.970771860344552,24.1645211435716,24.7010192871094,2,1,32.7,27.0818181818182,0.0155895102270595,7.3,"Scree",3,"Tg",NA,-0.48968304,-26.05189984,2.915266,49.389639,"ASMP_012_18","Triploid"
"XKPJS","Random",403,"Middle East River",38.9272945,-106.97092,329152.891632398,4310555.18314967,1.4,0,0,0,0,"NA","",3005.94306376737,0.188303695443233,21.32829540531,17.9472770690918,0,0,24.1,25.2090909090909,0.0157091199099268,7.3,"Soil",3,"Qu",NA,NA,NA,NA,NA,"XKPJS","Triploid"
"XLFD","Grid",170,"Coal Creek",38.8631162,-107.04967,322165.862973623,4303582.97136564,0.8,0,0,0,0,"NA","",2977.71611623719,-0.972146327235333,23.8700032335677,24.2635288238525,0,0,34.2,27.0636363636364,0.0111081998966942,8.8,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
